,fiscal_year,buyer_name,tender/stage,tender/mainProcurementCategory,awardee,tender_count,avg_comp,award_val
2090,2022-2023,Public Works Roads Department,AOC,Works,['Benudhar Medok'],2.0,1.5,25632422.0
2091,2022-2023,Public Works Roads Department,AOC,Works,['Benudhar Pegu'],3.0,0.6666666666666666,74864510.0
2092,2022-2023,Public Works Roads Department,AOC,Works,['Bhabendra Wary'],1.0,-1.0,18523840.0
2093,2022-2023,Public Works Roads Department,AOC,Works,['Bhabesh Saikia'],1.0,-1.0,5068310.75
2094,2022-2023,Public Works Roads Department,AOC,Works,['Bhairab Bhuyan'],1.0,-1.0,4992983.91
2095,2022-2023,Public Works Roads Department,AOC,Works,['Bhaskarjyoti Nath'],1.0,-1.0,16659000.0
2096,2022-2023,Public Works Roads Department,AOC,Works,['Bimal Hanse'],1.0,-1.0,2635149.0
2097,2022-2023,Public Works Roads Department,AOC,Works,['Binay Basumatary'],1.0,5.0,18129600.0
2098,2022-2023,Public Works Roads Department,AOC,Works,['Biplab Bhattacharjee'],1.0,-1.0,10773000.0
2099,2022-2023,Public Works Roads Department,AOC,Works,['Bipul Das'],1.0,-1.0,9158500.0
2100,2022-2023,Public Works Roads Department,AOC,Works,['Biswaranjan Borah'],2.0,1.0,53690400.0
2101,2022-2023,Public Works Roads Department,AOC,Works,['Bitupan Konch'],1.0,-1.0,11450700.0
2102,2022-2023,Public Works Roads Department,AOC,Works,['Bora Electricals'],1.0,-1.0,106315200.0
2103,2022-2023,Public Works Roads Department,AOC,Works,['Bornali Dihingia'],1.0,-1.0,3977847.85
2104,2022-2023,Public Works Roads Department,AOC,Works,['Build worth Trade Engineers'],1.0,-1.0,6932750.0
2105,2022-2023,Public Works Roads Department,AOC,Works,['CHANDAN HALOI'],1.0,-1.0,41810850.0
2106,2022-2023,Public Works Roads Department,AOC,Works,['CHANDRIKA PRASAD GOALA'],1.0,3.0,9414000.0
2107,2022-2023,Public Works Roads Department,AOC,Works,['CHITUL HANDIQUE'],2.0,4.0,8799133.309999999
2108,2022-2023,Public Works Roads Department,AOC,Works,['CHURAMANI CHUTIA'],1.0,-1.0,17664200.0
2109,2022-2023,Public Works Roads Department,AOC,Works,['Chandramani Hazarika'],1.0,-1.0,3798064.23
2110,2022-2023,Public Works Roads Department,AOC,Works,['D. A. CONSTRUCTION'],1.0,-1.0,4745856.0
2111,2022-2023,Public Works Roads Department,AOC,Works,['DEBA MOHAN'],1.0,-1.0,44140366.0
2112,2022-2023,Public Works Roads Department,AOC,Works,['DEBOJIT DEB'],1.0,7.0,15342292.2
2113,2022-2023,Public Works Roads Department,AOC,Works,['DEEPAK CHETRY'],2.0,-1.0,37961822.03
2114,2022-2023,Public Works Roads Department,AOC,Works,['DEVAJIT BORSAIKIA'],1.0,-1.0,5659079.0
2115,2022-2023,Public Works Roads Department,AOC,Works,['DHANANJAY BASUMATARY'],3.0,-1.0,38454650.0
2116,2022-2023,Public Works Roads Department,AOC,Works,['DHANJIT KUMAR PATHAK'],1.0,-1.0,12632400.0
2117,2022-2023,Public Works Roads Department,AOC,Works,['DHANUKA CONSTRUCTION'],1.0,-1.0,34832700.0
2118,2022-2023,Public Works Roads Department,AOC,Works,['DHILAN BASUMATARY'],1.0,-1.0,41557800.0
2119,2022-2023,Public Works Roads Department,AOC,Works,['DHRUBA JYOTI BORDOLOI'],1.0,-1.0,10210932.0
2120,2022-2023,Public Works Roads Department,AOC,Works,['DHRUBAJIT CHETIA'],2.0,-1.0,120091299.85
2121,2022-2023,Public Works Roads Department,AOC,Works,['DIDWM BORO'],1.0,-1.0,13422600.0
2122,2022-2023,Public Works Roads Department,AOC,Works,['DIGANTA DUARAH'],1.0,-1.0,13165100.0
2123,2022-2023,Public Works Roads Department,AOC,Works,['DILIP MISSONG'],2.0,-1.0,11429725.0
2124,2022-2023,Public Works Roads Department,AOC,Works,['DIMPALE GOGOI'],1.0,-1.0,2998680.51
2125,2022-2023,Public Works Roads Department,AOC,Works,['DIPANKAR BOSE'],3.0,-1.0,13900328.66
2126,2022-2023,Public Works Roads Department,AOC,Works,['DIPANKAR DAIMARY'],1.0,-1.0,13733100.0
2127,2022-2023,Public Works Roads Department,AOC,Works,['DOOARS CONSTRUCTION COMPANY'],1.0,-1.0,11482200.0
2128,2022-2023,Public Works Roads Department,AOC,Works,['DSK CONSTRUCTION'],1.0,-1.0,12082500.0
2129,2022-2023,Public Works Roads Department,AOC,Works,['DULAL DEBNATH'],1.0,-1.0,11432700.0
2130,2022-2023,Public Works Roads Department,AOC,Works,['Debasish Gogoi'],1.0,-1.0,9650700.0
2131,2022-2023,Public Works Roads Department,AOC,Works,['Deepak Chaharia'],1.0,-1.0,42127045.0
2132,2022-2023,Public Works Roads Department,AOC,Works,['Deni Kuli'],2.0,-1.0,68507868.0
2133,2022-2023,Public Works Roads Department,AOC,Works,['Dewarshi Das'],2.0,0.5,22736972.0
2134,2022-2023,Public Works Roads Department,AOC,Works,['Dhaneswar Kalita'],5.0,0.0,94076690.0
2135,2022-2023,Public Works Roads Department,AOC,Works,['Dharmeswar Bora'],1.0,4.0,6863994.0
2136,2022-2023,Public Works Roads Department,AOC,Works,['Dikankar Kashyap'],1.0,-1.0,2835078.03
2137,2022-2023,Public Works Roads Department,AOC,Works,['Dipak Tipomia'],2.0,4.5,9982758.33
2138,2022-2023,Public Works Roads Department,AOC,Works,['Dipak das'],1.0,-1.0,13905900.0
2139,2022-2023,Public Works Roads Department,AOC,Works,['Dulal Dutta and Sons'],1.0,2.0,12199800.0
2140,2022-2023,Public Works Roads Department,AOC,Works,['Durga Dutta Rabha'],1.0,-1.0,8451469.19
2141,2022-2023,Public Works Roads Department,AOC,Works,['ETI SAHA'],1.0,-1.0,17415900.0
2142,2022-2023,Public Works Roads Department,AOC,Works,['FAKAR UDDIN LASKAR'],1.0,7.0,15799945.0
2143,2022-2023,Public Works Roads Department,AOC,Works,['Foyzal Hoque'],1.0,-1.0,7599597.42
2144,2022-2023,Public Works Roads Department,AOC,Works,['GAJRAJ ENTERPRISE'],3.0,3.6666666666666665,40181400.0
2145,2022-2023,Public Works Roads Department,AOC,Works,['GANESH CH KARMAKAR'],1.0,-1.0,10699488.7
2146,2022-2023,Public Works Roads Department,AOC,Works,['GIRI KANTA BORAH'],1.0,2.0,112881600.0
2147,2022-2023,Public Works Roads Department,AOC,Works,['GONESH GOGOI'],1.0,-1.0,2502300.0
2148,2022-2023,Public Works Roads Department,AOC,Works,['GOUTAM PINCHA'],2.0,-1.0,36039699.0
2149,2022-2023,Public Works Roads Department,AOC,Works,['GUNJ ASSOCIATES'],3.0,0.6666666666666666,226401500.0
2150,2022-2023,Public Works Roads Department,AOC,Works,['Gautam Bauri'],1.0,-1.0,2623000.0
2151,2022-2023,Public Works Roads Department,AOC,Works,['Ghanashyam Bhuyan'],2.0,-1.0,26380022.93
2152,2022-2023,Public Works Roads Department,AOC,Works,['Gobin Pegu'],1.0,-1.0,7030508.93
2153,2022-2023,Public Works Roads Department,AOC,Works,['Gobinda Baraik'],1.0,-1.0,3154000.0
2154,2022-2023,Public Works Roads Department,AOC,Works,['HAR NARAYAN BARMAN'],1.0,3.0,6914644.0
2155,2022-2023,Public Works Roads Department,AOC,Works,['HARI PRASAD PEGU'],1.0,-1.0,14588100.0
2156,2022-2023,Public Works Roads Department,AOC,Works,['HARIPRASHANA HAZARIKA'],1.0,-1.0,9052070.0
2157,2022-2023,Public Works Roads Department,AOC,Works,['HARSHAJIT ROY'],2.0,-1.0,14585100.0
2158,2022-2023,Public Works Roads Department,AOC,Works,['HEMANTA KUMAR DEKA'],3.0,-1.0,18877000.0
2159,2022-2023,Public Works Roads Department,AOC,Works,['HIGH-TECH ECOGREEN CONTRACTORS LLP'],2.0,-1.0,2171047547.0
2160,2022-2023,Public Works Roads Department,AOC,Works,['HITESH DUTTA'],1.0,3.0,5307827.77
2161,2022-2023,Public Works Roads Department,AOC,Works,['Himashish Kashyap'],1.0,-1.0,12394900.0
2162,2022-2023,Public Works Roads Department,AOC,Works,['Hiya Construction'],1.0,5.0,49340000.0
2163,2022-2023,Public Works Roads Department,AOC,Works,['Hussain Mohmmad Iphtikar'],1.0,-1.0,9230400.0
2164,2022-2023,Public Works Roads Department,AOC,Works,['JACOB NARZARY'],1.0,-1.0,48009423.0
2165,2022-2023,Public Works Roads Department,AOC,Works,['JAGAT SAIKIA'],1.0,-1.0,77607900.0
2166,2022-2023,Public Works Roads Department,AOC,Works,['JINTU MANI SARMA'],1.0,-1.0,13500000.0
2167,2022-2023,Public Works Roads Department,AOC,Works,['JITU TAPAN GOGOI'],1.0,-1.0,213895538.0
2168,2022-2023,Public Works Roads Department,AOC,Works,['JOHNTI AHMED'],1.0,-1.0,9513000.0
2169,2022-2023,Public Works Roads Department,AOC,Works,['JOYDEB DAS'],2.0,-1.0,60592000.0
2170,2022-2023,Public Works Roads Department,AOC,Works,['JOYSMITH ENTERPRISE'],1.0,-1.0,3659000.0
2171,2022-2023,Public Works Roads Department,AOC,Works,['JUNTI RAIDINGIA'],1.0,-1.0,7480600.0
2172,2022-2023,Public Works Roads Department,AOC,Works,['JYOTI PRASAD SARMA'],1.0,-1.0,14327100.0
2173,2022-2023,Public Works Roads Department,AOC,Works,['Jagadish Choudhury'],1.0,-1.0,19565100.0
2174,2022-2023,Public Works Roads Department,AOC,Works,['Jamidar Narzary'],1.0,-1.0,16803986.88
2175,2022-2023,Public Works Roads Department,AOC,Works,['Javed Siddique Mazumder'],1.0,-1.0,24253099.0
2176,2022-2023,Public Works Roads Department,AOC,Works,['Jay Agarwalla'],1.0,-1.0,15338689.0
2177,2022-2023,Public Works Roads Department,AOC,Works,['Jayanti Contractors and Engineers Ltd.'],1.0,-1.0,105489000.0
2178,2022-2023,Public Works Roads Department,AOC,Works,['Jeherul Islam'],1.0,4.0,7577925.0
2179,2022-2023,Public Works Roads Department,AOC,Works,['Jethmal Maloo'],1.0,-1.0,4873815.59
2180,2022-2023,Public Works Roads Department,AOC,Works,['Joy Charan Barman'],1.0,5.0,4511785.0
2181,2022-2023,Public Works Roads Department,AOC,Works,['KABIR ALI'],1.0,4.0,9090000.0
2182,2022-2023,Public Works Roads Department,AOC,Works,['KALPA SINGH BORDOLOI'],1.0,-1.0,101032200.0
2183,2022-2023,Public Works Roads Department,AOC,Works,['KANAKESH DAS'],1.0,-1.0,44448300.0
2184,2022-2023,Public Works Roads Department,AOC,Works,['KG ASSOCIATES'],1.0,-1.0,11039000.0
2185,2022-2023,Public Works Roads Department,AOC,Works,['KISHORE RANJAN BARUAH'],1.0,-1.0,10620530.0
2186,2022-2023,Public Works Roads Department,AOC,Works,['KUL BAHADUR CHETRY'],2.0,-1.0,50417800.0
2187,2022-2023,Public Works Roads Department,AOC,Works,['KULDEEP BORA'],2.0,-1.0,64603800.0
2188,2022-2023,Public Works Roads Department,AOC,Works,['KUMARJIT DAS'],1.0,-1.0,13110000.0
2189,2022-2023,Public Works Roads Department,AOC,Works,['Kamal Bihari Das'],1.0,1.0,12160000.0
2190,2022-2023,Public Works Roads Department,AOC,Works,['Kamala Gogoi'],1.0,-1.0,64916925.0
2191,2022-2023,Public Works Roads Department,AOC,Works,['Kanakjyoti Bhagawati'],2.0,-1.0,23031900.0
2192,2022-2023,Public Works Roads Department,AOC,Works,['Kanchan Moni Barkalita'],1.0,-1.0,3499021.0
2193,2022-2023,Public Works Roads Department,AOC,Works,['LABA KANTA TAYUNG'],1.0,-1.0,4934800.3
2194,2022-2023,Public Works Roads Department,AOC,Works,['LAJIK BRAHMA'],1.0,-1.0,107639100.0
2195,2022-2023,Public Works Roads Department,AOC,Works,['LUTFUR RAHMAN LASKAR'],1.0,6.0,15669808.37
2196,2022-2023,Public Works Roads Department,AOC,Works,['Lakhi Chutia'],2.0,-1.0,25849078.990000002
2197,2022-2023,Public Works Roads Department,AOC,Works,['Lakhinanda Bor Deori'],1.0,-1.0,2781005.0
2198,2022-2023,Public Works Roads Department,AOC,Works,['M/S 4 Star Group'],1.0,-1.0,12262118.0
2199,2022-2023,Public Works Roads Department,AOC,Works,['M/S A.S. CONSTRUCTION'],1.0,-1.0,3380864.0
2200,2022-2023,Public Works Roads Department,AOC,Works,['M/S ABJ ASSOCIATES'],1.0,-1.0,27933000.0
2201,2022-2023,Public Works Roads Department,AOC,Works,['M/S ALLIED ENGINEERING CONSTRUCTION CORPORATION'],1.0,-1.0,16106779.49
2202,2022-2023,Public Works Roads Department,AOC,Works,['M/S AMPS'],1.0,5.0,4173941.0
2203,2022-2023,Public Works Roads Department,AOC,Works,['M/S ANCC INFRA'],1.0,-1.0,10902600.0
2204,2022-2023,Public Works Roads Department,AOC,Works,['M/S ARIFUDDIN AHMED & ZED ENGINEERS JV'],1.0,-1.0,121805100.0
2205,2022-2023,Public Works Roads Department,AOC,Works,['M/S Archangel Group'],1.0,-1.0,80973165.0
2206,2022-2023,Public Works Roads Department,AOC,Works,['M/S B.D. Associates'],1.0,-1.0,25217500.0
2207,2022-2023,Public Works Roads Department,AOC,Works,['M/S B.M. Traders'],2.0,-1.0,27294197.4
2208,2022-2023,Public Works Roads Department,AOC,Works,['M/S BORLUIT CONSTRUCTION AND CO'],1.0,-1.0,13532400.0
2209,2022-2023,Public Works Roads Department,AOC,Works,['M/S Bass Forum'],3.0,-1.0,50619100.0
2210,2022-2023,Public Works Roads Department,AOC,Works,['M/S Bright Engineer'],1.0,-1.0,59262300.0
2211,2022-2023,Public Works Roads Department,AOC,Works,['M/S D G Electricals'],1.0,-1.0,44793735.0
2212,2022-2023,Public Works Roads Department,AOC,Works,['M/S G.D. ENTERPRISES'],1.0,-1.0,13427917.0
2213,2022-2023,Public Works Roads Department,AOC,Works,['M/S K.K.Traders'],1.0,-1.0,9756000.0
2214,2022-2023,Public Works Roads Department,AOC,Works,['M/S Kusumbar Construction'],1.0,4.0,52212964.0
2215,2022-2023,Public Works Roads Department,AOC,Works,['M/S LIPRA ENTERPRISE'],1.0,-1.0,5856936.0
2216,2022-2023,Public Works Roads Department,AOC,Works,['M/S Lipika Enterprise'],1.0,-1.0,54599657.0
2217,2022-2023,Public Works Roads Department,AOC,Works,['M/S M S Enterprise'],1.0,-1.0,9063000.0
2218,2022-2023,Public Works Roads Department,AOC,Works,['M/S MANJULA CONSTRUCTION'],2.0,-1.0,28488400.0
2219,2022-2023,Public Works Roads Department,AOC,Works,['M/S MM CONSTRUCTION'],1.0,4.0,8364000.0
2220,2022-2023,Public Works Roads Department,AOC,Works,['M/S MORAMI ENTERPRISE'],1.0,-1.0,24919200.0
2221,2022-2023,Public Works Roads Department,AOC,Works,['M/S Raj Kumar Jain'],2.0,-1.0,58150900.0
2222,2022-2023,Public Works Roads Department,AOC,Works,['M/S SBS SYSTEM'],1.0,-1.0,43699800.0
2223,2022-2023,Public Works Roads Department,AOC,Works,['M/S SIDDIKA ENTERPRISE'],1.0,-1.0,22108423.0
2224,2022-2023,Public Works Roads Department,AOC,Works,['M/S SMB CONSTRUCTION'],2.0,-1.0,170520491.0
2225,2022-2023,Public Works Roads Department,AOC,Works,['M/S SOBNAM TRADERS'],1.0,-1.0,102234600.0
2226,2022-2023,Public Works Roads Department,AOC,Works,['M/S SUNRISE ENTERPRISE'],1.0,-1.0,35581500.0
2227,2022-2023,Public Works Roads Department,AOC,Works,['M/S Shivam Trading & Co.'],2.0,-1.0,21314700.0
2228,2022-2023,Public Works Roads Department,AOC,Works,['M/S. M.P. AGARWALLA'],2.0,-1.0,133925965.0
2229,2022-2023,Public Works Roads Department,AOC,Works,['M/s A.B. ENTERPRISE'],3.0,-1.0,13126987.0
2230,2022-2023,Public Works Roads Department,AOC,Works,['M/s A.G. Construction'],1.0,-1.0,13629000.0
2231,2022-2023,Public Works Roads Department,AOC,Works,['M/s ASCON'],2.0,-1.0,143241257.0
2232,2022-2023,Public Works Roads Department,AOC,Works,['M/s Hemanta Singha'],1.0,-1.0,12500000.0
2233,2022-2023,Public Works Roads Department,AOC,Works,['M/s Macrocosm Builders'],2.0,2.0,20326638.0
2234,2022-2023,Public Works Roads Department,AOC,Works,['M/s Manisha Construction'],1.0,4.0,26881900.0
2235,2022-2023,Public Works Roads Department,AOC,Works,['M/s Purbanchal Suppliers & Contractors'],1.0,-1.0,34950800.0
2236,2022-2023,Public Works Roads Department,AOC,Works,['M/s Supreme Enterprise'],2.0,-1.0,7791961.0
2237,2022-2023,Public Works Roads Department,AOC,Works,['M/s. Anjali Construction'],1.0,-1.0,12799961.0
2238,2022-2023,Public Works Roads Department,AOC,Works,['M/s. PINTU ENTERPRISE'],1.0,-1.0,5060343.15
2239,2022-2023,Public Works Roads Department,AOC,Works,['M/s. PIONEER CONSTRUCTION'],1.0,-1.0,4554999.0
2240,2022-2023,Public Works Roads Department,AOC,Works,['MADHURJYA JYOTI BORAH'],1.0,-1.0,14872800.0
2241,2022-2023,Public Works Roads Department,AOC,Works,['MAKHANLAL DUTTA'],1.0,-1.0,85396777.0
2242,2022-2023,Public Works Roads Department,AOC,Works,['MAMU BORUAH'],1.0,-1.0,44639100.0
2243,2022-2023,Public Works Roads Department,AOC,Works,['MANOJ BASUMATARY'],3.0,-1.0,38026900.0
2244,2022-2023,Public Works Roads Department,AOC,Works,['MANOJ KUMAR CHANDA'],1.0,-1.0,49509000.0
2245,2022-2023,Public Works Roads Department,AOC,Works,['MANOJ TALUKDAR'],1.0,-1.0,36870600.0
2246,2022-2023,Public Works Roads Department,AOC,Works,['MATIUR RAHMAN'],1.0,-1.0,23218317.69
2247,2022-2023,Public Works Roads Department,AOC,Works,['MD ISMAIL ALI'],2.0,4.0,26935200.0
2248,2022-2023,Public Works Roads Department,AOC,Works,['MD JAHIR AHMED'],1.0,-1.0,18267392.0
2249,2022-2023,Public Works Roads Department,AOC,Works,['MD RAMJAN ALI'],1.0,4.0,16940000.0
2250,2022-2023,Public Works Roads Department,AOC,Works,['MEERA DAIMARI'],1.0,3.0,19616226.0
2251,2022-2023,Public Works Roads Department,AOC,Works,['MIDAS CONSTRUCTIONS'],1.0,-1.0,11846500.0
2252,2022-2023,Public Works Roads Department,AOC,Works,['MITALI OJAH GOGOI'],1.0,-1.0,88967962.0
2253,2022-2023,Public Works Roads Department,AOC,Works,['MMS Advisory Private Limited'],1.0,-1.0,5360500.0
2254,2022-2023,Public Works Roads Department,AOC,Works,['MOIDUL ISLAM BORAH'],1.0,-1.0,14308900.0
2255,2022-2023,Public Works Roads Department,AOC,Works,['MR SHOBHAN KUMAR SAHA'],1.0,-1.0,9478800.0
2256,2022-2023,Public Works Roads Department,AOC,Works,['MRINMOY LAHKAR'],1.0,-1.0,11713500.0
2257,2022-2023,Public Works Roads Department,AOC,Works,['MS ANU ENTERPRISE'],1.0,-1.0,41519700.0
2258,2022-2023,Public Works Roads Department,AOC,Works,['MS H B Associates'],2.0,-1.0,34144200.0
2259,2022-2023,Public Works Roads Department,AOC,Works,['MS LILI ENTERPRISE'],1.0,-1.0,23967621.0
2260,2022-2023,Public Works Roads Department,AOC,Works,['Madhab Enterprise'],2.0,1.5,96137773.0
2261,2022-2023,Public Works Roads Department,AOC,Works,['Manik Kalita'],1.0,-1.0,16114670.0
2262,2022-2023,Public Works Roads Department,AOC,Works,['Manuj Kr Telia'],1.0,-1.0,106685999.0
2263,2022-2023,Public Works Roads Department,AOC,Works,['Md Mastafa Ali'],1.0,-1.0,10714500.0
2264,2022-2023,Public Works Roads Department,AOC,Works,['Mintu Bora'],1.0,-1.0,37401800.0
2265,2022-2023,Public Works Roads Department,AOC,Works,['Mir Mosharraf Hussain'],1.0,-1.0,6494926.0
2266,2022-2023,Public Works Roads Department,AOC,Works,['Mohammad Chottan Khan'],1.0,3.0,2639852.0
2267,2022-2023,Public Works Roads Department,AOC,Works,['Mohan Gogoi'],1.0,-1.0,4395321.0
2268,2022-2023,Public Works Roads Department,AOC,Works,['Mohinis Trade and Construction'],1.0,9.0,3887500.0
2269,2022-2023,Public Works Roads Department,AOC,Works,['Moin Sorowar Jazbi'],1.0,-1.0,8488251.0
2270,2022-2023,Public Works Roads Department,AOC,Works,['Mousum Bora'],3.0,1.0,43013448.0
2271,2022-2023,Public Works Roads Department,AOC,Works,['Mr. Raju Khanikar'],1.0,-1.0,7283155.02
2272,2022-2023,Public Works Roads Department,AOC,Works,['Mrs Junaki Doley'],1.0,5.0,10980000.0
2273,2022-2023,Public Works Roads Department,AOC,Works,['Ms North East Business'],1.0,-1.0,7309152.0
2274,2022-2023,Public Works Roads Department,AOC,Works,['Munindra Mohan Gogoi'],1.0,-1.0,34378000.0
2275,2022-2023,Public Works Roads Department,AOC,Works,['Mustafa Hussain'],2.0,1.5,60365820.0
2276,2022-2023,Public Works Roads Department,AOC,Works,['NARAYAN DAS'],1.0,-1.0,3259080.0
2277,2022-2023,Public Works Roads Department,AOC,Works,['NEERAJ ENTERPRISE'],1.0,-1.0,2699997.0
2278,2022-2023,Public Works Roads Department,AOC,Works,['NELSON BASUMATARY'],2.0,-1.0,52661998.0
2279,2022-2023,Public Works Roads Department,AOC,Works,['NEWTECH GROUP OF CONSTRUCTION'],2.0,-1.0,12506507.0
2280,2022-2023,Public Works Roads Department,AOC,Works,['NIRMALYA MITRA'],2.0,-1.0,8481590.11
2281,2022-2023,Public Works Roads Department,AOC,Works,['NITUL KUMAR RABHA'],1.0,-1.0,14748300.0
2282,2022-2023,Public Works Roads Department,AOC,Works,['NITUMONI BARUAH'],1.0,-1.0,34164000.0
2283,2022-2023,Public Works Roads Department,AOC,Works,['NUMAL SAIKIA'],1.0,-1.0,118464000.0
2284,2022-2023,Public Works Roads Department,AOC,Works,['Nagen Medhi'],2.0,-1.0,22183187.13
2285,2022-2023,Public Works Roads Department,AOC,Works,['Niranjan Barman'],1.0,-1.0,9994500.0
2286,2022-2023,Public Works Roads Department,AOC,Works,['North East Contractors Pvt. Ltd.'],1.0,4.0,3991949.0
2287,2022-2023,Public Works Roads Department,AOC,Works,['Nozrul Islam'],1.0,-1.0,7870615.07
2288,2022-2023,Public Works Roads Department,AOC,Works,['Nurjamal Hoque'],1.0,-1.0,9490083.0
2289,2022-2023,Public Works Roads Department,AOC,Works,['PADMAVATI CONSTRUCTION'],1.0,-1.0,15991000.0
2290,2022-2023,Public Works Roads Department,AOC,Works,['PARTHA PRATIM MAZUMDAR'],1.0,4.0,4413845.0
2291,2022-2023,Public Works Roads Department,AOC,Works,['PICDC Pvt. Ltd'],1.0,-1.0,16800000.0
